maintenance_id,event_id,equipment_id,opened_at,closed_at,intervention_type,outcome,downtime_minutes,labor_hours,parts_cost_eur,parts_replaced_count,work_order_note,period
MNT-2026S1-0391,EVT-2026S1-0039,EQ-PUMP-006,2026-04-29T13:46:00Z,2026-04-29T18:32:00Z,corrective,follow_up_required,286,8.82,603.87,2,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0392,EVT-2026S1-0142,EQ-CONV-162,2026-06-18T10:46:00Z,2026-06-18T11:01:00Z,replacement,resolved,15,2.07,124.95,1,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0393,EVT-2026S1-0220,EQ-FAN-120,2026-03-30T01:22:00Z,2026-03-30T01:46:00Z,inspection,no_fault_found,24,1.84,,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0394,EVT-2026S1-0262,EQ-CONV-282,2026-01-18T04:40:00Z,2026-01-18T04:55:00Z,calibration,follow_up_required,11,0.25,141.6,1,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0395,EVT-2026S1-0330,EQ-PUMP-130,2026-01-29T10:07:00Z,2026-01-29T13:08:00Z,corrective,parts_ordered,181,4.99,59.83,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0396,EVT-2026S1-0353,EQ-OVEN-383,2026-01-02T08:56:00Z,2026-01-02T10:33:00Z,inspection,no_fault_found,97,1.77,21.26,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0397,EVT-2026S1-0014,EQ-PRESS-002,2026-03-28T18:20:00Z,2026-03-28T23:21:00Z,preventive,resolved,301,7.72,92.64,0,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0398,EVT-2026S1-0112,EQ-CONV-142,2026-05-24T13:09:00Z,2026-05-24T13:34:00Z,preventive,monitoring,25,0.92,10.99,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0399,EVT-2026S1-0126,EQ-OVEN-286,2026-04-29T21:16:00Z,2026-04-29T23:57:00Z,replacement,no_fault_found,161,4.33,478.26,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0400,EVT-2026S1-0128,EQ-CHILL-308,2026-05-25T22:16:00Z,2026-05-26T01:15:00Z,replacement,no_fault_found,179,4.0,183.69,1,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0401,EVT-2026S1-0150,EQ-PUMP-250,2026-06-04T19:48:00Z,2026-06-04T22:56:00Z,calibration,resolved,188,4.59,350.12,2,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0402,EVT-2026S1-0334,EQ-PRESS-174,2026-01-25T08:59:00Z,2026-01-25T12:55:00Z,preventive,monitoring,236,5.26,876.05,4,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0403,EVT-2026S1-0418,EQ-PACK-198,2026-02-05T03:01:00Z,2026-02-05T04:46:00Z,corrective,parts_ordered,105,3.16,183.32,1,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0404,EVT-2026S1-0284,EQ-FAN-224,2026-05-17T14:19:00Z,2026-05-17T19:44:00Z,preventive,monitoring,325,7.1,291.29,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0405,EVT-2026S1-0401,EQ-MOTOR-311,2026-04-08T10:05:00Z,2026-04-08T12:10:00Z,inspection,parts_ordered,125,4.14,267.21,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0406,EVT-2026S1-0432,EQ-STEAM-352,2026-05-21T09:39:00Z,2026-05-21T12:17:00Z,calibration,no_fault_found,158,2.93,35.11,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0407,EVT-2026S1-0279,EQ-COMP-169,2026-03-02T15:54:00Z,,corrective,parts_ordered,157,3.33,268.87,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0408,EVT-2026S1-0389,EQ-MIX-179,2026-04-17T01:52:00Z,2026-04-17T02:54:00Z,inspection,monitoring,62,2.66,117.57,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0409,EVT-2026S1-0349,EQ-MIX-339,2026-01-13T11:03:00Z,2026-01-13T12:26:00Z,calibration,follow_up_required,83,1.75,,0,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0410,EVT-2026S1-0344,EQ-FAN-284,2026-01-10T11:33:00Z,2026-01-10T15:55:00Z,preventive,follow_up_required,262,7.0,165.64,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0411,EVT-2026S1-0242,EQ-CONV-362,2026-01-12T23:09:00Z,2026-01-13T01:09:00Z,corrective,monitoring,120,3.01,494.88,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0412,EVT-2026S1-0481,EQ-VALVE-360,2026-02-25T10:06:00Z,2026-02-25T12:56:00Z,preventive,parts_ordered,170,3.63,242.02,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0413,EVT-2026S1-0070,EQ-PUMP-270,2026-05-07T22:05:00Z,2026-05-08T00:44:00Z,inspection,resolved,159,3.75,380.26,3,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0414,EVT-2026S1-0262,EQ-CONV-282,2026-01-18T06:24:00Z,2026-01-18T06:46:00Z,preventive,monitoring,22,1.63,19.52,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0415,EVT-2026S1-0175,EQ-SENSOR-225,2026-03-21T01:44:00Z,2026-03-21T04:02:00Z,replacement,no_fault_found,138,2.56,296.02,2,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0416,EVT-2026S1-X011,EQ-FAN-304,2026-01-20T08:38:00Z,2026-01-20T10:30:00Z,calibration,follow_up_required,112,3.09,37.09,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0417,EVT-2026S1-0151,EQ-CAB-134,2026-06-18T21:47:00Z,2026-06-18T23:09:00Z,calibration,resolved,82,2.33,27.97,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0418,EVT-2026S1-0164,EQ-FAN-104,2026-01-07T16:03:00Z,2026-01-07T20:35:00Z,calibration,follow_up_required,272,6.2,,1,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0419,EVT-2026S1-X051,EQ-COMP-396,2026-03-21T19:44:00Z,2026-03-21T20:20:00Z,inspection,monitoring,36,0.83,9.96,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0420,EVT-2026S1-0292,EQ-MIX-259,2026-01-12T01:17:00Z,2026-01-12T02:04:00Z,calibration,follow_up_required,47,1.38,246.75,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0421,EVT-2026S1-0014,EQ-PRESS-002,2026-03-28T18:26:00Z,2026-03-28T23:13:00Z,calibration,monitoring,287,6.64,285.12,4,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0422,EVT-2026S1-0206,EQ-OVEN-266,2026-05-08T19:15:00Z,2026-05-08T22:58:00Z,inspection,monitoring,223,5.19,62.22,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0423,EVT-2026S1-0418,EQ-PACK-198,2026-02-05T01:26:00Z,2026-02-05T03:49:00Z,preventive,no_fault_found,143,4.07,421.7,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0424,EVT-2026S1-0411,EQ-GEAR-121,2026-01-29T11:43:00Z,2026-01-29T14:00:00Z,corrective,parts_ordered,137,4.4,414.97,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0425,EVT-2026S1-X029,EQ-ROBOT-155,2026-06-16T01:03:00Z,2026-06-16T01:40:00Z,preventive,parts_ordered,37,2.78,215.31,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0426,EVT-2026S1-0448,EQ-CAB-228,2026-06-16T14:54:00Z,2026-06-16T15:10:00Z,corrective,no_fault_found,16,0.74,149.77,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0427,EVT-2026S1-0081,EQ-PUMP-391,2026-05-30T10:34:00Z,2026-05-30T12:52:00Z,inspection,follow_up_required,138,4.23,224.54,1,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0428,EVT-2026S1-0353,EQ-OVEN-383,2026-01-02T07:46:00Z,2026-01-02T09:27:00Z,inspection,resolved,101,3.96,283.34,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0429,EVT-2026S1-X037,EQ-STEAM-341,2026-03-17T18:58:00Z,2026-03-17T20:55:00Z,replacement,parts_ordered,117,3.65,267.12,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0430,EVT-2026S1-X020,EQ-EXTRA-414,2026-02-25T16:23:00Z,2026-02-25T17:01:00Z,preventive,resolved,38,2.23,26.77,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0431,EVT-2026S1-0493,EQ-CAB-123,2026-04-26T21:26:00Z,2026-04-27T03:00:00Z,inspection,follow_up_required,334,8.2,658.79,3,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0432,EVT-2026S1-0286,EQ-OVEN-246,2026-05-12T01:00:00Z,2026-05-12T03:39:00Z,replacement,resolved,159,5.03,303.58,1,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0433,EVT-2026S1-0246,EQ-OVEN-106,2026-01-12T08:52:00Z,2026-01-12T12:27:00Z,corrective,resolved,215,4.47,240.99,1,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0434,EVT-2026S1-0284,EQ-FAN-224,2026-05-17T14:18:00Z,2026-05-17T20:30:00Z,corrective,follow_up_required,372,8.56,384.7,3,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0435,EVT-2026S1-0269,EQ-MIX-359,2026-01-11T12:32:00Z,2026-01-11T13:55:00Z,replacement,monitoring,83,1.43,194.63,2,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0436,EVT-2026S1-0299,EQ-COMP-389,2026-03-04T20:14:00Z,2026-03-04T22:35:00Z,calibration,no_fault_found,141,4.36,277.26,2,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0437,EVT-2026S1-0071,EQ-ROBOT-368,2026-03-17T08:41:00Z,2026-03-17T10:07:00Z,preventive,resolved,86,2.35,28.24,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0438,EVT-2026S1-X010,EQ-OVEN-366,2026-03-22T00:46:00Z,2026-03-22T02:17:00Z,replacement,no_fault_found,91,1.76,249.07,1,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0439,EVT-2026S1-0040,EQ-CONV-003,2026-01-24T08:13:00Z,2026-01-24T10:35:00Z,corrective,follow_up_required,142,2.89,34.73,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0440,EVT-2026S1-0352,EQ-PUMP-331,2026-03-19T10:55:00Z,2026-03-19T11:19:00Z,calibration,resolved,24,2.16,25.87,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0441,EVT-2026S1-0248,EQ-CHILL-128,2026-03-15T04:19:00Z,2026-03-15T07:24:00Z,replacement,parts_ordered,185,4.24,139.52,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0442,EVT-2026S1-0283,EQ-COMP-213,2026-03-21T21:19:00Z,2026-03-21T23:36:00Z,corrective,follow_up_required,137,4.18,267.32,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0443,EVT-2026S1-0415,EQ-GEAR-165,2026-06-10T22:01:00Z,2026-06-11T01:06:00Z,preventive,monitoring,185,4.26,221.0,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0444,EVT-2026S1-0493,EQ-CAB-123,2026-04-26T21:26:00Z,,corrective,follow_up_required,270,7.15,132.53,1,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0445,EVT-2026S1-0284,EQ-FAN-224,2026-05-17T14:44:00Z,2026-05-17T20:15:00Z,replacement,follow_up_required,331,7.37,503.16,3,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0446,EVT-2026S1-0179,EQ-COMP-269,2026-02-13T17:48:00Z,2026-02-13T20:24:00Z,preventive,parts_ordered,156,3.54,243.41,1,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0447,EVT-2026S1-0316,EQ-CONV-276,2026-01-14T17:05:00Z,2026-01-14T21:06:00Z,replacement,parts_ordered,241,6.09,214.0,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0448,EVT-2026S1-0418,EQ-PACK-198,2026-02-05T01:30:00Z,2026-02-05T03:40:00Z,inspection,follow_up_required,130,3.96,47.51,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0449,EVT-2026S1-0049,EQ-MIX-339,2026-01-10T13:11:00Z,2026-01-10T15:56:00Z,replacement,monitoring,165,2.94,,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0450,EVT-2026S1-0235,EQ-SENSOR-285,2026-05-14T14:04:00Z,2026-05-14T15:47:00Z,inspection,follow_up_required,103,2.49,150.15,1,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0451,EVT-2026S1-0431,EQ-STEAM-341,2026-02-18T15:01:00Z,2026-02-18T16:05:00Z,calibration,resolved,64,2.49,29.93,0,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0452,EVT-2026S1-0276,EQ-CONV-136,2026-03-26T02:14:00Z,2026-03-26T05:36:00Z,calibration,resolved,202,5.45,125.34,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0453,EVT-2026S1-X022,EQ-FAN-304,2026-04-03T21:22:00Z,2026-04-03T21:37:00Z,corrective,no_fault_found,0,0.3,3.58,0,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0454,EVT-2026S1-0371,EQ-MIX-159,2026-05-07T06:18:00Z,2026-05-07T07:50:00Z,replacement,monitoring,92,2.01,262.34,1,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0455,EVT-2026S1-0163,EQ-COMP-393,2026-04-13T20:25:00Z,2026-04-13T22:19:00Z,corrective,monitoring,114,3.47,242.54,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0456,EVT-2026S1-0427,EQ-LIFT-297,2026-01-12T18:06:00Z,2026-01-12T21:56:00Z,preventive,monitoring,230,4.75,600.36,3,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0457,EVT-2026S1-0059,EQ-COMP-149,2026-03-09T13:49:00Z,2026-03-09T16:33:00Z,calibration,resolved,164,5.08,136.63,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0458,EVT-2026S1-0383,EQ-COMP-113,2026-02-04T14:15:00Z,2026-02-04T16:53:00Z,inspection,no_fault_found,158,4.61,55.35,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0459,EVT-2026S1-0341,EQ-PUMP-251,2026-04-21T23:05:00Z,2026-04-22T03:12:00Z,inspection,monitoring,247,5.85,385.02,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0460,EVT-2026S1-0151,EQ-CAB-134,2026-06-18T23:07:00Z,2026-06-19T00:18:00Z,calibration,follow_up_required,71,3.37,40.45,0,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0461,EVT-2026S1-0130,EQ-PUMP-330,2026-03-04T04:07:00Z,2026-03-04T06:55:00Z,corrective,follow_up_required,168,5.15,319.7,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0462,EVT-2026S1-0300,EQ-FAN-100,2026-05-06T14:15:00Z,2026-05-06T14:30:00Z,replacement,parts_ordered,10,1.67,20.04,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0463,EVT-2026S1-0090,EQ-PUMP-190,2026-01-16T15:03:00Z,2026-01-16T18:09:00Z,replacement,monitoring,186,4.39,325.27,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0464,EVT-2026S1-0219,EQ-COMP-109,2026-01-18T19:39:00Z,2026-01-18T22:12:00Z,preventive,follow_up_required,153,5.89,211.92,1,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0465,EVT-2026S1-0173,EQ-OVEN-203,2026-06-21T06:10:00Z,2026-06-21T06:53:00Z,calibration,resolved,43,1.14,207.99,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0466,EVT-2026S1-X047,EQ-PUMP-214,2026-02-14T08:03:00Z,2026-02-14T10:22:00Z,replacement,follow_up_required,139,4.24,146.04,2,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0467,EVT-2026S1-0214,EQ-PRESS-354,2026-01-21T07:09:00Z,2026-01-21T11:21:00Z,inspection,no_fault_found,252,6.05,832.13,3,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0468,EVT-2026S1-0174,EQ-PRESS-214,2026-04-30T15:21:00Z,2026-04-30T21:31:00Z,inspection,monitoring,370,7.22,288.85,1,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0469,EVT-2026S1-0015,EQ-PUMP-001,2026-06-18T04:07:00Z,2026-06-18T05:24:00Z,replacement,parts_ordered,77,2.35,519.33,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0470,EVT-2026S1-0452,EQ-MIX-272,2026-01-26T04:29:00Z,2026-01-26T06:44:00Z,corrective,resolved,135,1.69,262.69,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0471,EVT-2026S1-0345,EQ-ROBOT-295,2026-05-12T21:05:00Z,2026-05-12T23:36:00Z,inspection,monitoring,151,4.31,287.28,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0472,EVT-2026S1-0295,EQ-SENSOR-345,2026-05-12T01:24:00Z,2026-05-12T03:21:00Z,preventive,parts_ordered,117,2.67,231.46,1,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0473,EVT-2026S1-0234,EQ-PRESS-274,2026-04-16T22:22:00Z,2026-04-17T03:03:00Z,replacement,monitoring,281,7.12,396.06,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0474,EVT-2026S1-0415,EQ-GEAR-165,2026-06-10T20:19:00Z,2026-06-10T23:08:00Z,preventive,monitoring,169,3.16,513.03,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0475,EVT-2026S1-X026,EQ-MIX-379,2026-03-08T16:16:00Z,2026-03-08T18:38:00Z,replacement,follow_up_required,142,5.23,183.62,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0476,EVT-2026S1-0339,EQ-COMP-229,2026-06-06T23:20:00Z,2026-06-07T01:44:00Z,corrective,no_fault_found,144,3.67,188.94,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0477,EVT-2026S1-0047,EQ-PRESS-317,2026-01-12T03:05:00Z,2026-01-12T09:06:00Z,replacement,no_fault_found,361,6.96,418.1,3,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0478,EVT-2026S1-0226,EQ-OVEN-186,2026-03-03T08:49:00Z,2026-03-03T12:54:00Z,replacement,no_fault_found,245,4.79,307.42,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0479,EVT-2026S1-0057,EQ-PUMP-127,2026-03-03T12:21:00Z,2026-03-03T15:52:00Z,replacement,parts_ordered,211,5.12,334.48,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0480,EVT-2026S1-0247,EQ-PRESS-117,2026-04-05T16:22:00Z,2026-04-05T20:54:00Z,inspection,monitoring,272,5.49,519.77,3,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0481,EVT-2026S1-0429,EQ-LIFT-319,2026-01-02T12:14:00Z,,inspection,parts_ordered,232,5.15,200.21,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0482,EVT-2026S1-X018,EQ-OVEN-186,2026-04-26T21:42:00Z,2026-04-26T23:48:00Z,calibration,parts_ordered,126,1.63,19.58,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0483,EVT-2026S1-0278,EQ-ROBOT-158,2026-01-29T02:20:00Z,2026-01-29T03:24:00Z,corrective,parts_ordered,64,0.64,7.68,0,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0484,EVT-2026S1-0162,EQ-CONV-382,2026-03-01T07:26:00Z,2026-03-01T08:06:00Z,preventive,no_fault_found,40,3.19,38.28,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0485,EVT-2026S1-0114,EQ-PRESS-154,2026-03-05T07:42:00Z,2026-03-05T12:40:00Z,calibration,resolved,298,7.93,230.05,1,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0486,EVT-2026S1-0127,EQ-PRESS-297,2026-05-28T11:36:00Z,2026-05-28T16:44:00Z,preventive,resolved,308,7.51,360.7,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0487,EVT-2026S1-0381,EQ-PUMP-391,2026-01-07T23:19:00Z,2026-01-08T01:46:00Z,preventive,follow_up_required,147,6.19,272.69,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0488,EVT-2026S1-0282,EQ-CONV-202,2026-03-23T12:21:00Z,2026-03-23T13:53:00Z,replacement,no_fault_found,92,4.27,51.19,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0489,EVT-2026S1-0191,EQ-EXTRA-405,2026-01-24T18:23:00Z,2026-01-24T20:34:00Z,calibration,parts_ordered,131,1.3,134.25,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0490,EVT-2026S1-0403,EQ-MOTOR-333,2026-04-14T07:52:00Z,2026-04-14T11:24:00Z,calibration,follow_up_required,212,4.52,54.28,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0491,EVT-2026S1-0313,EQ-OVEN-243,2026-04-19T18:13:00Z,2026-04-19T19:18:00Z,corrective,follow_up_required,65,2.83,33.99,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0492,EVT-2026S1-0122,EQ-CONV-242,2026-02-28T07:01:00Z,2026-02-28T09:51:00Z,corrective,no_fault_found,170,2.18,169.52,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0493,EVT-2026S1-0364,EQ-FAN-204,2026-02-16T13:18:00Z,2026-02-16T18:17:00Z,inspection,resolved,299,6.73,182.35,2,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0494,EVT-2026S1-0037,EQ-ROBOT-003,2026-03-14T04:14:00Z,2026-03-14T05:07:00Z,replacement,parts_ordered,53,3.61,209.13,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0495,EVT-2026S1-0335,EQ-SENSOR-185,2026-06-10T14:03:00Z,2026-06-10T16:27:00Z,preventive,no_fault_found,144,2.1,25.25,0,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0496,EVT-2026S1-0034,EQ-FAN-001,2026-01-14T01:55:00Z,2026-01-14T05:13:00Z,inspection,resolved,198,5.08,566.81,3,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0497,EVT-2026S1-0334,EQ-PRESS-174,2026-01-25T08:35:00Z,2026-01-25T12:50:00Z,inspection,parts_ordered,255,5.75,477.13,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0498,EVT-2026S1-0116,EQ-CONV-176,2026-04-21T21:45:00Z,2026-04-22T00:52:00Z,inspection,no_fault_found,187,4.19,92.55,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0499,EVT-2026S1-0347,EQ-PRESS-317,2026-02-27T17:29:00Z,2026-02-27T21:59:00Z,calibration,resolved,270,7.59,297.26,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0500,EVT-2026S1-0455,EQ-MIX-305,2026-01-22T08:57:00Z,2026-01-22T10:06:00Z,calibration,follow_up_required,69,1.27,15.22,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0501,EVT-2026S1-0070,EQ-PUMP-270,2026-05-07T23:33:00Z,2026-05-08T02:42:00Z,preventive,no_fault_found,189,4.63,505.37,3,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0502,EVT-2026S1-0404,EQ-MOTOR-344,2026-01-27T13:05:00Z,2026-01-27T16:20:00Z,corrective,follow_up_required,195,4.33,419.67,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0503,EVT-2026S1-0164,EQ-FAN-104,2026-01-07T14:47:00Z,2026-01-07T19:26:00Z,corrective,no_fault_found,279,6.52,153.21,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0504,EVT-2026S1-0399,EQ-COMP-289,2026-04-12T17:37:00Z,2026-04-12T20:19:00Z,corrective,follow_up_required,162,4.51,224.85,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0505,EVT-2026S1-0267,EQ-PRESS-337,2026-01-26T19:36:00Z,2026-01-27T00:53:00Z,calibration,parts_ordered,317,7.83,345.41,2,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0506,EVT-2026S1-0344,EQ-FAN-284,2026-01-10T10:44:00Z,2026-01-10T14:55:00Z,preventive,follow_up_required,251,8.13,222.4,3,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0507,EVT-2026S1-0074,EQ-PRESS-314,2026-05-22T18:24:00Z,2026-05-22T22:54:00Z,preventive,parts_ordered,270,7.13,323.11,4,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0508,EVT-2026S1-0365,EQ-ROBOT-215,2026-01-05T11:11:00Z,2026-01-05T13:48:00Z,calibration,parts_ordered,157,3.9,406.22,2,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0509,EVT-2026S1-0182,EQ-CONV-302,2026-01-17T05:03:00Z,2026-01-17T06:52:00Z,replacement,no_fault_found,109,3.86,223.62,4,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0510,EVT-2026S1-0191,EQ-EXTRA-405,2026-01-24T20:01:00Z,2026-01-24T21:08:00Z,preventive,resolved,67,2.74,32.86,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0511,EVT-2026S1-0424,EQ-DRYER-264,2026-05-24T13:59:00Z,2026-05-24T15:35:00Z,inspection,monitoring,96,1.54,129.29,1,Pièce remplacée puis remise en service progressive.,2026-S1
