event_id,equipment_id,start_at,end_at,event_type,severity,period
EVT-2026S1-0238,EQ-ROBOT-318,2026-05-22T09:20:00Z,2026-05-23T04:25:00Z,intervention,medium,2026-S1
EVT-2026S1-0239,EQ-COMP-329,2026-02-26T02:19:00Z,2026-02-26T21:10:00Z,incident,high,2026-S1
EVT-2026S1-0240,EQ-FAN-340,2026-03-25T14:57:00Z,2026-03-26T03:19:00Z,incident,low,2026-S1
EVT-2026S1-0241,EQ-PUMP-351,2026-05-20T07:45:00Z,2026-05-20T15:52:00Z,incident,high,2026-S1
EVT-2026S1-0242,EQ-CONV-362,2026-01-12T21:35:00Z,2026-01-13T18:46:00Z,intervention,medium,2026-S1
EVT-2026S1-0244,EQ-FAN-384,2026-02-24T19:58:00Z,2026-02-25T22:43:00Z,incident,critical,2026-S1
EVT-2026S1-0245,EQ-ROBOT-395,2026-03-26T06:04:00Z,2026-03-27T17:57:00Z,incident,high,2026-S1
EVT-2026S1-0246,EQ-OVEN-106,2026-01-12T06:25:00Z,2026-01-13T18:03:00Z,incident,high,2026-S1
EVT-2026S1-0247,EQ-PRESS-117,2026-04-05T15:42:00Z,2026-04-07T00:02:00Z,observation,critical,2026-S1
EVT-2026S1-0248,EQ-CHILL-128,2026-03-15T01:26:00Z,2026-03-15T20:28:00Z,incident,high,2026-S1
EVT-2026S1-0249,EQ-MIX-139,2026-04-16T14:10:00Z,2026-04-17T23:28:00Z,alert,medium,2026-S1
EVT-2026S1-0250,EQ-PUMP-150,2026-01-04T20:25:00Z,2026-01-05T12:00:00Z,incident,high,2026-S1
EVT-2026S1-0251,EQ-SENSOR-165,2026-01-04T06:50:00Z,2026-01-05T18:09:00Z,incident,medium,2026-S1
EVT-2026S1-0253,EQ-OVEN-183,2026-05-23T05:56:00Z,2026-05-23T20:20:00Z,intervention,low,2026-S1
EVT-2026S1-0254,EQ-PRESS-194,2026-04-02T17:08:00Z,2026-04-03T17:26:00Z,alert,critical,2026-S1
EVT-2026S1-0256,EQ-CONV-216,2026-03-19T14:21:00Z,2026-03-20T01:06:00Z,incident,high,2026-S1
EVT-2026S1-0257,EQ-PUMP-227,2026-04-12T11:47:00Z,2026-04-13T21:28:00Z,incident,high,2026-S1
EVT-2026S1-0258,EQ-ROBOT-238,2026-02-04T19:49:00Z,2026-02-06T03:24:00Z,incident,medium,2026-S1
EVT-2026S1-0259,EQ-COMP-249,2026-03-25T12:00:00Z,2026-03-26T05:18:00Z,incident,high,2026-S1
EVT-2026S1-0260,EQ-FAN-260,2026-03-15T01:51:00Z,2026-03-16T03:32:00Z,intervention,low,2026-S1
EVT-2026S1-0261,EQ-PUMP-271,2026-02-08T15:27:00Z,2026-02-09T12:26:00Z,incident,high,2026-S1
EVT-2026S1-0262,EQ-CONV-282,2026-01-18T04:07:00Z,2026-01-18T07:02:00Z,intervention,medium,2026-S1
EVT-2026S1-0263,EQ-COMP-293,2026-05-22T18:55:00Z,2026-05-22T20:56:00Z,observation,high,2026-S1
EVT-2026S1-0264,EQ-FAN-304,2026-02-27T06:12:00Z,2026-02-28T10:53:00Z,intervention,critical,2026-S1
EVT-2026S1-0265,EQ-ROBOT-315,2026-03-25T00:40:00Z,2026-03-25T05:35:00Z,incident,high,2026-S1
EVT-2026S1-0266,EQ-OVEN-326,2026-01-21T20:56:00Z,2026-01-22T00:49:00Z,incident,high,2026-S1
EVT-2026S1-0267,EQ-PRESS-337,2026-01-26T18:12:00Z,2026-01-26T19:58:00Z,incident,critical,2026-S1
EVT-2026S1-0268,EQ-CHILL-348,2026-04-14T17:49:00Z,2026-04-15T04:35:00Z,incident,high,2026-S1
EVT-2026S1-0269,EQ-MIX-359,2026-01-11T11:11:00Z,2026-01-11T20:17:00Z,incident,medium,2026-S1
EVT-2026S1-0270,EQ-PUMP-370,2026-01-30T09:58:00Z,2026-01-31T04:29:00Z,incident,high,2026-S1
EVT-2026S1-0271,EQ-OVEN-123,2026-04-13T04:19:00Z,2026-04-13T20:03:00Z,incident,medium,2026-S1
EVT-2026S1-0272,EQ-MIX-259,2026-05-11T15:36:00Z,2026-05-11T19:23:00Z,observation,low,2026-S1
EVT-2026S1-0273,EQ-OVEN-103,2026-04-24T16:57:00Z,,observation,low,2026-S1
EVT-2026S1-0274,EQ-PRESS-114,2026-04-03T15:47:00Z,2026-04-04T23:25:00Z,incident,critical,2026-S1
EVT-2026S1-0275,EQ-SENSOR-125,2026-05-18T11:27:00Z,2026-05-18T21:56:00Z,observation,medium,2026-S1
EVT-2026S1-0276,EQ-CONV-136,2026-03-26T00:44:00Z,2026-03-26T09:00:00Z,alert,high,2026-S1
EVT-2026S1-0277,EQ-PUMP-147,2026-02-03T19:00:00Z,2026-02-04T09:42:00Z,incident,high,2026-S1
EVT-2026S1-0278,EQ-ROBOT-158,2026-01-29T00:29:00Z,2026-01-29T05:32:00Z,incident,medium,2026-S1
EVT-2026S1-0279,EQ-COMP-169,2026-03-02T13:45:00Z,2026-03-02T17:32:00Z,incident,high,2026-S1
EVT-2026S1-0280,EQ-FAN-180,2026-06-17T14:00:00Z,2026-06-18T23:18:00Z,intervention,low,2026-S1
EVT-2026S1-0281,EQ-PUMP-191,2026-03-07T00:03:00Z,2026-03-07T20:56:00Z,alert,high,2026-S1
EVT-2026S1-0282,EQ-CONV-202,2026-03-23T09:51:00Z,2026-03-23T12:20:00Z,intervention,medium,2026-S1
EVT-2026S1-0283,EQ-COMP-213,2026-03-21T19:51:00Z,2026-03-21T23:20:00Z,intervention,high,2026-S1
EVT-2026S1-0284,EQ-FAN-224,2026-05-17T12:16:00Z,2026-05-18T16:13:00Z,incident,critical,2026-S1
EVT-2026S1-0285,EQ-ROBOT-235,2026-02-27T12:39:00Z,2026-02-28T00:41:00Z,incident,high,2026-S1
EVT-2026S1-0286,EQ-OVEN-246,2026-05-12T00:25:00Z,2026-05-12T12:39:00Z,intervention,high,2026-S1
EVT-2026S1-0287,EQ-PRESS-257,2026-03-02T03:06:00Z,2026-03-02T14:20:00Z,intervention,critical,2026-S1
EVT-2026S1-0289,EQ-MIX-279,2026-01-12T20:28:00Z,2026-01-13T14:47:00Z,intervention,medium,2026-S1
EVT-2026S1-0290,EQ-PUMP-290,2026-05-05T09:52:00Z,2026-05-06T15:17:00Z,incident,high,2026-S1
EVT-2026S1-0292,EQ-MIX-259,2026-01-11T23:38:00Z,2026-01-12T16:03:00Z,alert,low,2026-S1
EVT-2026S1-0293,EQ-OVEN-323,2026-03-21T09:27:00Z,2026-03-21T10:40:00Z,incident,low,2026-S1
EVT-2026S1-0294,EQ-PRESS-334,2026-03-02T02:40:00Z,2026-03-02T14:12:00Z,alert,critical,2026-S1
EVT-2026S1-0295,EQ-SENSOR-345,2026-05-11T22:28:00Z,2026-05-12T11:48:00Z,intervention,medium,2026-S1
EVT-2026S1-0296,EQ-CONV-356,2026-06-19T11:04:00Z,2026-06-20T15:07:00Z,observation,high,2026-S1
EVT-2026S1-0297,EQ-PUMP-367,2026-06-07T09:21:00Z,2026-06-08T18:48:00Z,observation,high,2026-S1
EVT-2026S1-0298,EQ-ROBOT-378,2026-05-04T05:59:00Z,2026-05-04T14:30:00Z,observation,medium,2026-S1
EVT-2026S1-0299,EQ-COMP-389,2026-03-04T18:00:00Z,2026-03-05T23:40:00Z,incident,high,2026-S1
EVT-2026S1-0300,EQ-FAN-100,2026-05-06T12:26:00Z,2026-05-06T17:21:00Z,incident,low,2026-S1
EVT-2026S1-0301,EQ-PUMP-111,2026-04-12T18:35:00Z,2026-04-13T23:58:00Z,incident,high,2026-S1
EVT-2026S1-0302,EQ-CONV-122,2026-04-15T08:09:00Z,2026-04-15T22:16:00Z,incident,medium,2026-S1
EVT-2026S1-0304,EQ-FAN-144,2026-03-08T05:44:00Z,2026-03-09T12:13:00Z,incident,critical,2026-S1
EVT-2026S1-0305,EQ-ROBOT-155,2026-03-13T02:50:00Z,2026-03-14T06:43:00Z,alert,high,2026-S1
EVT-2026S1-0306,EQ-OVEN-166,2026-01-22T10:52:00Z,2026-01-23T00:46:00Z,observation,high,2026-S1
EVT-2026S1-0307,EQ-PRESS-177,2026-02-23T08:50:00Z,2026-02-24T18:44:00Z,alert,critical,2026-S1
EVT-2026S1-0308,EQ-CHILL-188,2026-06-07T07:16:00Z,2026-06-08T10:34:00Z,alert,high,2026-S1
EVT-2026S1-0309,EQ-MIX-199,2026-05-30T10:33:00Z,2026-05-31T14:48:00Z,incident,medium,2026-S1
EVT-2026S1-0310,EQ-PUMP-210,2026-04-16T10:50:00Z,2026-04-17T11:48:00Z,observation,high,2026-S1
EVT-2026S1-0311,EQ-EXTRA-405,2026-03-07T23:57:00Z,2026-03-09T07:22:00Z,incident,medium,2026-S1
EVT-2026S1-0313,EQ-OVEN-243,2026-04-19T17:24:00Z,2026-04-21T05:22:00Z,incident,low,2026-S1
EVT-2026S1-0314,EQ-PRESS-254,2026-06-03T06:21:00Z,2026-06-03T09:27:00Z,observation,critical,2026-S1
EVT-2026S1-0316,EQ-CONV-276,2026-01-14T16:20:00Z,2026-01-15T09:52:00Z,incident,high,2026-S1
EVT-2026S1-0317,EQ-PUMP-287,2026-04-09T06:56:00Z,2026-04-09T08:52:00Z,intervention,high,2026-S1
EVT-2026S1-0318,EQ-ROBOT-298,2026-05-19T16:22:00Z,2026-05-19T18:18:00Z,incident,medium,2026-S1
EVT-2026S1-0319,EQ-COMP-309,2026-03-14T12:20:00Z,2026-03-15T12:37:00Z,incident,high,2026-S1
EVT-2026S1-0320,EQ-FAN-320,2026-06-06T17:38:00Z,2026-06-07T20:16:00Z,observation,low,2026-S1
EVT-2026S1-0321,EQ-PUMP-331,2026-06-06T12:26:00Z,2026-06-07T14:22:00Z,alert,high,2026-S1
EVT-2026S1-0322,EQ-CONV-342,2026-01-16T15:53:00Z,2026-01-17T06:30:00Z,incident,medium,2026-S1
EVT-2026S1-0323,EQ-COMP-353,2026-05-03T15:33:00Z,2026-05-05T02:14:00Z,incident,high,2026-S1
EVT-2026S1-0324,EQ-FAN-364,2026-03-20T16:54:00Z,2026-03-21T15:22:00Z,observation,critical,2026-S1
EVT-2026S1-0325,EQ-ROBOT-375,2026-05-30T09:19:00Z,2026-05-30T15:30:00Z,observation,high,2026-S1
EVT-2026S1-0326,EQ-OVEN-386,2026-05-13T01:07:00Z,2026-05-13T20:31:00Z,incident,high,2026-S1
EVT-2026S1-0327,EQ-PRESS-397,2026-04-27T12:14:00Z,2026-04-27T16:55:00Z,alert,critical,2026-S1
EVT-2026S1-0328,EQ-CHILL-108,2026-04-29T03:17:00Z,2026-04-30T00:22:00Z,alert,high,2026-S1
EVT-2026S1-0329,EQ-MIX-119,2026-04-06T22:41:00Z,2026-04-07T11:59:00Z,intervention,medium,2026-S1
EVT-2026S1-0330,EQ-PUMP-130,2026-01-29T09:35:00Z,2026-01-30T09:39:00Z,intervention,high,2026-S1
EVT-2026S1-0331,EQ-CONV-282,2026-03-25T14:15:00Z,2026-03-26T05:55:00Z,incident,medium,2026-S1
EVT-2026S1-0332,EQ-ROBOT-275,2026-03-11T20:14:00Z,2026-03-13T04:27:00Z,intervention,low,2026-S1
EVT-2026S1-0333,EQ-OVEN-163,2026-04-23T03:54:00Z,2026-04-24T13:30:00Z,incident,low,2026-S1
EVT-2026S1-0334,EQ-PRESS-174,2026-01-25T06:43:00Z,2026-01-25T08:44:00Z,incident,critical,2026-S1
EVT-2026S1-0335,EQ-SENSOR-185,2026-06-10T12:46:00Z,2026-06-10T16:39:00Z,incident,medium,2026-S1
EVT-2026S1-0336,EQ-CONV-196,2026-03-19T02:04:00Z,2026-03-19T04:47:00Z,incident,high,2026-S1
EVT-2026S1-0337,EQ-PUMP-207,2026-02-23T16:45:00Z,2026-02-24T13:15:00Z,alert,high,2026-S1
EVT-2026S1-0338,EQ-ROBOT-218,2026-05-11T13:21:00Z,2026-05-12T21:06:00Z,incident,medium,2026-S1
EVT-2026S1-0339,EQ-COMP-229,2026-06-06T21:26:00Z,2026-06-07T00:32:00Z,intervention,high,2026-S1
EVT-2026S1-0340,EQ-FAN-240,2026-03-29T04:40:00Z,2026-03-29T13:45:00Z,incident,low,2026-S1
EVT-2026S1-0341,EQ-PUMP-251,2026-04-21T20:45:00Z,2026-04-23T02:37:00Z,alert,high,2026-S1
EVT-2026S1-0342,EQ-CONV-262,2026-05-21T11:30:00Z,2026-05-22T12:17:00Z,intervention,medium,2026-S1
EVT-2026S1-0343,EQ-COMP-273,2026-02-28T20:21:00Z,2026-03-01T08:37:00Z,incident,high,2026-S1
EVT-2026S1-0344,EQ-FAN-284,2026-01-10T10:34:00Z,2026-01-11T15:39:00Z,alert,critical,2026-S1
EVT-2026S1-0345,EQ-ROBOT-295,2026-05-12T20:08:00Z,2026-05-13T22:30:00Z,alert,high,2026-S1
EVT-2026S1-0346,EQ-OVEN-306,2026-04-24T22:02:00Z,2026-04-25T03:31:00Z,incident,high,2026-S1
EVT-2026S1-0347,EQ-PRESS-317,2026-02-27T16:51:00Z,2026-02-28T04:04:00Z,observation,critical,2026-S1
EVT-2026S1-0349,EQ-MIX-339,2026-01-13T08:56:00Z,2026-01-14T02:33:00Z,intervention,medium,2026-S1
EVT-2026S1-0350,EQ-PUMP-350,2026-06-07T13:09:00Z,2026-06-07T21:49:00Z,intervention,high,2026-S1
EVT-2026S1-0352,EQ-PUMP-331,2026-03-19T10:00:00Z,2026-03-20T10:13:00Z,alert,low,2026-S1
EVT-2026S1-0353,EQ-OVEN-383,2026-01-02T06:30:00Z,2026-01-03T01:43:00Z,incident,low,2026-S1
EVT-2026S1-0354,EQ-PRESS-394,2026-04-07T10:05:00Z,2026-04-07T11:06:00Z,incident,critical,2026-S1
EVT-2026S1-0355,EQ-SENSOR-105,2026-04-03T20:12:00Z,2026-04-04T05:08:00Z,incident,medium,2026-S1
EVT-2026S1-0356,EQ-CONV-116,2026-03-17T06:48:00Z,2026-03-18T18:43:00Z,intervention,high,2026-S1
EVT-2026S1-0357,EQ-PUMP-127,2026-05-25T06:32:00Z,2026-05-26T17:10:00Z,intervention,high,2026-S1
EVT-2026S1-0358,EQ-ROBOT-138,2026-03-08T14:43:00Z,2026-03-09T11:34:00Z,intervention,medium,2026-S1
EVT-2026S1-0359,EQ-COMP-149,2026-03-26T00:05:00Z,2026-03-26T11:48:00Z,intervention,high,2026-S1
EVT-2026S1-0360,EQ-FAN-160,2026-01-14T03:43:00Z,2026-01-14T22:16:00Z,incident,low,2026-S1
EVT-2026S1-0361,EQ-PUMP-171,2026-06-11T21:20:00Z,2026-06-12T06:29:00Z,intervention,high,2026-S1
EVT-2026S1-0362,EQ-CONV-182,2026-05-31T03:15:00Z,2026-05-31T05:21:00Z,intervention,medium,2026-S1
EVT-2026S1-0364,EQ-FAN-204,2026-02-16T11:29:00Z,2026-02-17T21:46:00Z,incident,critical,2026-S1
EVT-2026S1-0365,EQ-ROBOT-215,2026-01-05T08:37:00Z,2026-01-06T14:43:00Z,incident,high,2026-S1
EVT-2026S1-0366,EQ-OVEN-226,2026-02-23T03:40:00Z,2026-02-24T09:05:00Z,alert,high,2026-S1
EVT-2026S1-0367,EQ-PRESS-237,2026-03-20T14:45:00Z,2026-03-21T06:14:00Z,incident,critical,2026-S1
EVT-2026S1-0368,EQ-CHILL-248,2026-03-11T01:32:00Z,2026-03-11T09:59:00Z,incident,high,2026-S1
EVT-2026S1-0369,EQ-MIX-259,2026-01-24T01:15:00Z,2026-01-25T11:38:00Z,incident,medium,2026-S1
EVT-2026S1-0370,EQ-PUMP-270,2026-03-12T15:44:00Z,2026-03-13T02:48:00Z,incident,high,2026-S1
EVT-2026S1-0371,EQ-MIX-159,2026-05-07T03:33:00Z,2026-05-08T10:04:00Z,incident,medium,2026-S1
EVT-2026S1-0373,EQ-OVEN-303,2026-01-29T10:22:00Z,2026-01-30T08:50:00Z,incident,low,2026-S1
EVT-2026S1-0374,EQ-PRESS-314,2026-02-28T02:34:00Z,2026-02-28T12:00:00Z,incident,critical,2026-S1
EVT-2026S1-0376,EQ-CONV-336,2026-06-20T13:32:00Z,2026-06-22T00:06:00Z,intervention,high,2026-S1
EVT-2026S1-0377,EQ-PUMP-347,2026-05-14T12:09:00Z,2026-05-15T17:02:00Z,intervention,high,2026-S1
EVT-2026S1-0378,EQ-ROBOT-358,2026-05-31T20:28:00Z,2026-06-01T08:51:00Z,observation,medium,2026-S1
EVT-2026S1-0379,EQ-COMP-369,2026-03-18T21:28:00Z,2026-03-20T09:28:00Z,intervention,high,2026-S1
EVT-2026S1-0380,EQ-FAN-380,2026-02-07T08:09:00Z,2026-02-08T16:55:00Z,incident,low,2026-S1
EVT-2026S1-0381,EQ-PUMP-391,2026-01-07T20:59:00Z,2026-01-08T13:46:00Z,intervention,high,2026-S1
EVT-2026S1-0382,EQ-CONV-102,2026-01-05T16:43:00Z,2026-01-06T09:14:00Z,incident,medium,2026-S1
EVT-2026S1-0383,EQ-COMP-113,2026-02-04T12:50:00Z,2026-02-04T18:22:00Z,incident,high,2026-S1
EVT-2026S1-0384,EQ-FAN-124,2026-04-11T06:53:00Z,2026-04-12T17:37:00Z,incident,critical,2026-S1
EVT-2026S1-0385,EQ-ROBOT-135,2026-01-21T07:16:00Z,2026-01-22T08:57:00Z,intervention,high,2026-S1
EVT-2026S1-0386,EQ-OVEN-146,2026-03-21T04:19:00Z,2026-03-21T17:19:00Z,observation,high,2026-S1
EVT-2026S1-0387,EQ-PRESS-157,2026-02-02T10:46:00Z,2026-02-03T21:14:00Z,observation,critical,2026-S1
EVT-2026S1-0388,EQ-CHILL-168,2026-03-20T03:52:00Z,2026-03-20T05:02:00Z,incident,high,2026-S1
EVT-2026S1-0389,EQ-MIX-179,2026-04-16T23:27:00Z,2026-04-18T01:38:00Z,incident,medium,2026-S1
EVT-2026S1-0390,EQ-PUMP-190,2026-03-25T04:09:00Z,2026-03-26T07:45:00Z,incident,high,2026-S1
EVT-2026S1-0391,EQ-MIX-272,2026-03-31T10:49:00Z,2026-03-31T11:07:00Z,incident,medium,2026-S1
EVT-2026S1-0392,EQ-PRESS-117,2026-04-06T22:18:00Z,2026-04-07T12:14:00Z,observation,low,2026-S1
EVT-2026S1-0393,EQ-OVEN-223,2026-03-26T16:49:00Z,2026-03-27T06:58:00Z,observation,low,2026-S1
EVT-2026S1-0394,EQ-PRESS-234,2026-03-30T17:59:00Z,2026-04-01T04:50:00Z,alert,critical,2026-S1
EVT-2026S1-0395,EQ-SENSOR-245,2026-01-25T12:51:00Z,2026-01-25T23:43:00Z,alert,medium,2026-S1
EVT-2026S1-0396,EQ-CONV-256,2026-02-22T09:49:00Z,2026-02-23T07:03:00Z,observation,high,2026-S1
EVT-2026S1-0397,EQ-PUMP-267,2026-02-01T02:24:00Z,2026-02-02T02:26:00Z,observation,high,2026-S1
EVT-2026S1-0398,EQ-ROBOT-278,2026-03-10T18:17:00Z,2026-03-11T05:22:00Z,incident,medium,2026-S1
EVT-2026S1-0399,EQ-COMP-289,2026-04-12T15:10:00Z,2026-04-13T05:01:00Z,intervention,high,2026-S1
EVT-2026S1-0400,EQ-FAN-300,2026-04-01T13:41:00Z,,observation,low,2026-S1
EVT-2026S1-0401,EQ-MOTOR-311,2026-04-08T08:30:00Z,2026-04-09T05:25:00Z,incident,high,2026-S1
EVT-2026S1-0402,EQ-MOTOR-322,2026-01-16T07:29:00Z,2026-01-16T09:03:00Z,observation,high,2026-S1
EVT-2026S1-0403,EQ-MOTOR-333,2026-04-14T07:20:00Z,2026-04-15T19:14:00Z,observation,high,2026-S1
EVT-2026S1-0404,EQ-MOTOR-344,2026-01-27T11:39:00Z,2026-01-28T04:32:00Z,observation,high,2026-S1
EVT-2026S1-0405,EQ-MOTOR-355,2026-04-02T23:27:00Z,2026-04-03T18:38:00Z,incident,high,2026-S1
EVT-2026S1-0406,EQ-VALVE-366,2026-01-09T15:09:00Z,2026-01-09T18:51:00Z,observation,medium,2026-S1
EVT-2026S1-0407,EQ-VALVE-377,2026-05-20T04:53:00Z,2026-05-21T07:41:00Z,incident,medium,2026-S1
EVT-2026S1-0408,EQ-VALVE-388,2026-04-12T07:17:00Z,2026-04-13T07:19:00Z,intervention,medium,2026-S1
EVT-2026S1-0409,EQ-VALVE-399,2026-01-11T15:05:00Z,2026-01-11T21:43:00Z,incident,medium,2026-S1
EVT-2026S1-0410,EQ-VALVE-110,2026-02-06T12:38:00Z,2026-02-07T14:11:00Z,incident,medium,2026-S1
EVT-2026S1-0411,EQ-GEAR-121,2026-01-29T10:03:00Z,2026-01-29T13:30:00Z,alert,high,2026-S1
EVT-2026S1-0412,EQ-GEAR-132,2026-06-01T22:17:00Z,2026-06-03T08:25:00Z,incident,high,2026-S1
EVT-2026S1-0413,EQ-GEAR-143,2026-01-11T17:04:00Z,2026-01-12T02:06:00Z,intervention,high,2026-S1
EVT-2026S1-0414,EQ-GEAR-154,2026-05-07T02:46:00Z,2026-05-08T05:02:00Z,intervention,high,2026-S1
EVT-2026S1-0415,EQ-GEAR-165,2026-06-10T19:03:00Z,2026-06-11T22:36:00Z,incident,high,2026-S1
EVT-2026S1-0416,EQ-PACK-176,2026-04-02T12:39:00Z,2026-04-03T12:42:00Z,observation,medium,2026-S1
EVT-2026S1-0417,EQ-PACK-187,2026-04-30T06:09:00Z,2026-05-01T13:54:00Z,incident,medium,2026-S1
EVT-2026S1-0418,EQ-PACK-198,2026-02-05T00:28:00Z,2026-02-05T22:41:00Z,incident,medium,2026-S1
EVT-2026S1-0419,EQ-PACK-209,2026-02-10T02:28:00Z,2026-02-11T05:42:00Z,intervention,medium,2026-S1
EVT-2026S1-0420,EQ-PACK-220,2026-04-18T20:36:00Z,2026-04-19T04:09:00Z,observation,medium,2026-S1
EVT-2026S1-0421,EQ-DRYER-231,2026-02-23T15:47:00Z,2026-02-24T08:46:00Z,incident,medium,2026-S1
EVT-2026S1-0422,EQ-DRYER-242,2026-01-06T22:38:00Z,2026-01-07T07:10:00Z,intervention,medium,2026-S1
EVT-2026S1-0423,EQ-DRYER-253,2026-03-09T10:31:00Z,2026-03-10T14:32:00Z,incident,medium,2026-S1
EVT-2026S1-0424,EQ-DRYER-264,2026-05-24T11:08:00Z,2026-05-25T09:42:00Z,alert,medium,2026-S1
EVT-2026S1-0425,EQ-DRYER-275,2026-03-24T07:43:00Z,2026-03-24T16:41:00Z,observation,medium,2026-S1
EVT-2026S1-0426,EQ-LIFT-286,2026-05-21T18:20:00Z,2026-05-23T00:04:00Z,intervention,high,2026-S1
EVT-2026S1-0427,EQ-LIFT-297,2026-01-12T15:19:00Z,2026-01-13T21:35:00Z,incident,high,2026-S1
EVT-2026S1-0428,EQ-LIFT-308,2026-01-08T11:27:00Z,2026-01-09T08:53:00Z,observation,high,2026-S1
EVT-2026S1-0429,EQ-LIFT-319,2026-01-02T10:46:00Z,2026-01-03T02:56:00Z,intervention,high,2026-S1
EVT-2026S1-0430,EQ-LIFT-330,2026-04-14T00:48:00Z,2026-04-15T02:10:00Z,alert,high,2026-S1
EVT-2026S1-0431,EQ-STEAM-341,2026-02-18T12:53:00Z,2026-02-18T18:58:00Z,observation,medium,2026-S1
EVT-2026S1-0432,EQ-STEAM-352,2026-05-21T07:23:00Z,2026-05-22T14:11:00Z,observation,medium,2026-S1
EVT-2026S1-0433,EQ-STEAM-363,2026-02-12T09:38:00Z,2026-02-13T06:21:00Z,incident,medium,2026-S1
EVT-2026S1-0434,EQ-STEAM-374,2026-01-24T09:18:00Z,2026-01-24T18:38:00Z,intervention,medium,2026-S1
EVT-2026S1-0435,EQ-STEAM-385,2026-05-29T22:55:00Z,2026-05-30T14:16:00Z,observation,medium,2026-S1
EVT-2026S1-0436,EQ-COMP-396,2026-02-14T01:55:00Z,2026-02-14T19:44:00Z,incident,medium,2026-S1
EVT-2026S1-0437,EQ-COMP-107,2026-01-02T14:26:00Z,2026-01-03T17:19:00Z,intervention,medium,2026-S1
EVT-2026S1-0438,EQ-COMP-118,2026-06-15T01:01:00Z,2026-06-16T03:04:00Z,incident,medium,2026-S1
EVT-2026S1-0439,EQ-COMP-129,2026-03-26T03:23:00Z,2026-03-26T06:43:00Z,observation,medium,2026-S1
EVT-2026S1-0440,EQ-COMP-140,2026-04-12T05:05:00Z,2026-04-13T08:15:00Z,intervention,medium,2026-S1
EVT-2026S1-0441,EQ-ROBOT-151,2026-03-01T18:25:00Z,2026-03-02T23:05:00Z,intervention,medium,2026-S1
EVT-2026S1-0442,EQ-ROBOT-162,2026-02-22T13:11:00Z,2026-02-23T00:15:00Z,intervention,medium,2026-S1
EVT-2026S1-0443,EQ-ROBOT-173,2026-03-21T22:29:00Z,2026-03-22T12:20:00Z,incident,medium,2026-S1
EVT-2026S1-0444,EQ-ROBOT-184,2026-03-24T01:55:00Z,2026-03-24T05:15:00Z,intervention,medium,2026-S1
EVT-2026S1-0445,EQ-ROBOT-195,2026-04-25T06:26:00Z,2026-04-25T21:34:00Z,incident,medium,2026-S1
EVT-2026S1-0446,EQ-CAB-206,2026-01-28T15:46:00Z,2026-01-29T09:14:00Z,intervention,medium,2026-S1
EVT-2026S1-0448,EQ-CAB-228,2026-06-16T14:39:00Z,2026-06-16T23:02:00Z,incident,medium,2026-S1
EVT-2026S1-0449,EQ-CAB-239,2026-05-14T22:24:00Z,2026-05-16T01:57:00Z,observation,medium,2026-S1
EVT-2026S1-0451,EQ-MIX-261,2026-02-23T02:28:00Z,2026-02-24T11:49:00Z,incident,medium,2026-S1
EVT-2026S1-0452,EQ-MIX-272,2026-01-26T04:10:00Z,2026-01-27T09:38:00Z,intervention,medium,2026-S1
EVT-2026S1-0454,EQ-MIX-294,2026-05-11T00:29:00Z,2026-05-12T09:05:00Z,alert,medium,2026-S1
EVT-2026S1-0455,EQ-MIX-305,2026-01-22T08:24:00Z,2026-01-23T05:26:00Z,incident,medium,2026-S1
EVT-2026S1-0457,EQ-VALVE-327,2026-04-05T13:48:00Z,2026-04-06T00:30:00Z,incident,medium,2026-S1
EVT-2026S1-0458,EQ-VALVE-338,2026-04-06T09:52:00Z,,observation,medium,2026-S1
EVT-2026S1-0460,EQ-VALVE-360,2026-01-11T08:26:00Z,2026-01-12T00:58:00Z,intervention,medium,2026-S1
EVT-2026S1-0461,EQ-CHILL-371,2026-02-03T02:37:00Z,2026-02-03T21:11:00Z,incident,high,2026-S1
EVT-2026S1-0462,EQ-CHILL-382,2026-01-13T00:33:00Z,2026-01-13T09:44:00Z,intervention,high,2026-S1
EVT-2026S1-0463,EQ-CHILL-393,2026-02-10T02:48:00Z,2026-02-11T04:03:00Z,intervention,high,2026-S1
EVT-2026S1-0464,EQ-CHILL-104,2026-06-13T18:27:00Z,2026-06-13T23:47:00Z,observation,high,2026-S1
EVT-2026S1-0465,EQ-CHILL-115,2026-01-15T22:09:00Z,2026-01-16T11:04:00Z,observation,high,2026-S1
EVT-2026S1-0466,EQ-CONV-126,2026-02-15T11:56:00Z,2026-02-15T14:18:00Z,observation,high,2026-S1
EVT-2026S1-0467,EQ-CONV-137,2026-01-24T16:37:00Z,2026-01-25T20:38:00Z,intervention,high,2026-S1
EVT-2026S1-0468,EQ-CONV-148,2026-03-26T03:02:00Z,2026-03-27T09:34:00Z,intervention,high,2026-S1
EVT-2026S1-0469,EQ-CONV-159,2026-02-18T06:00:00Z,2026-02-18T19:56:00Z,intervention,high,2026-S1
EVT-2026S1-0470,EQ-CONV-170,2026-03-16T20:45:00Z,2026-03-18T05:29:00Z,intervention,high,2026-S1
EVT-2026S1-0471,EQ-PUMP-181,2026-05-22T21:18:00Z,2026-05-23T23:36:00Z,observation,high,2026-S1
EVT-2026S1-0472,EQ-PUMP-192,2026-02-02T03:50:00Z,2026-02-03T01:28:00Z,observation,high,2026-S1
